file,rt60_s,edt_s,r2,c50_db,c80_db,snr_db,quality,method,mode,capped,spl_leq_db,spl_lmax_db,spl_l10_db,spl_l90_db
"Bedroom 3, centre, open, earphone, 4.m4a",3.5568593749999997,0.3914829643591127,0.4023306271084473,8.205469283688995,12.214339813426378,56.96112380371215,CHECK,REG,ML Test · Phone-safe,True,56.80659484863281,65.23209458225799,62.72706998955244,38.92811253421393
"Bedroom 3, corner, closed, earphone, 1.m4a",0.5546494791282599,0.18217404862126838,0.972966853085924,9.482727842251302,14.336743993262736,56.23609731791155,OK,REG,ML Test · Phone-safe,False,54.363853454589844,59.7325052200566,58.77331768017122,40.90066478327756
"Bedroom 3, corner, closed, earphone, 2.m4a",2.5035468749999996,0.16106272613892686,0.5179041329302454,10.135255859775453,13.944308571042,53.91088675873065,CHECK,REG,ML Test · Phone-safe,True,46.834007263183594,52.15889517494726,52.08762803503625,42.108842698071804
"Bedroom 3, corner, closed, earphone, 3.m4a",1.2407548499828038,0.1891718040182004,0.7716649357429674,11.906115773748308,16.25157053300442,58.88122885904277,CHECK,REG,ML Test · Phone-safe,False,54.09125900268555,61.6127467120871,61.60253446645284,40.64533271678987
"Bedroom 3, corner, closed, earphone, 4.m4a",5.609571875,0.41396123241012656,0.8402073785022264,8.246450763646438,11.554614580172352,49.3367608770637,CHECK,REG,ML Test · Phone-safe,True,41.40480041503906,44.03799600277462,43.69453170977,40.114661153225995
"Bedroom 3, corner, open, earphone, 1.m4a",5.467309375,0.374917968893286,0.7053144112375616,7.63722104529374,12.11302592220928,55.859849217366275,CHECK,REG,ML Test · Phone-safe,True,83.28545379638672,91.89031627362832,86.74742778989085,42.94077488784192
"Bedroom 3, corner, open, earphone, 2.m4a",4.170955208333333,0.3327341732569088,0.5176945164842582,9.113298823428224,13.116574181537144,53.46257440750954,CHECK,REG,ML Test · Phone-safe,True,71.21197509765625,78.81131712097658,78.63713171232762,42.061544587414105
"Bedroom 3, corner, open, earphone, 3.m4a",0.6941532621722465,0.3755867238011454,0.9459493668406278,7.967627909966683,12.10776962207521,53.72435615081556,OK,REG,ML Test · Phone-safe,False,68.41551208496094,73.65703551562086,73.65699958900782,42.37075499826037
"Bedroom 3, corner, open, earphone, 4.m4a",,,,,,,LOW,NA,ML Test · Phone-safe,False,63.06906509399414,76.53637014838641,47.62751822686907,42.118365220379616
"Bedroom 3, mid, closed, earphone, 1.m4a",4.797420833333333,0.04839702761883413,0.6291250511985309,16.194750882161507,19.68139598960581,58.57964532534703,CHECK,REG,ML Test · Phone-safe,True,49.58341979980469,56.7745038169014,56.76011273245624,39.30501910814617
"Bedroom 3, mid, closed, earphone, 2.m4a",4.793323958333333,44.19866673799434,0.9042899781115857,1.9568821081297663,2.664619066492946,39.56184947088163,OK,REG,ML Test · Phone-safe,True,42.75686264038086,48.637344723881824,48.49272639438251,38.679830969427925
"Bedroom 3, mid, closed, earphone, 3.m4a",4.21384375,0.04612885456776999,0.8679928816758927,14.259691300931745,16.67154439860919,52.126965121320524,CHECK,REG,ML Test · Phone-safe,True,45.364925384521484,51.60665264885458,51.53666967777037,38.6751761172631
"Bedroom 3, mid, closed, earphone, 4.m4a",3.782583333333333,0.24498746156067178,0.4083205626844223,10.067099247931479,14.765259322695478,59.80280551629464,CHECK,REG,ML Test · Phone-safe,True,70.30297088623047,77.05425682812773,77.0292920012857,38.85409634132993
"Bedroom 3, mid, open, earphone, 1.m4a",5.875294791666666,0.49575230759731725,0.39121844952065027,5.538434798169042,10.219351400752643,57.94129060919212,CHECK,REG,ML Test · Phone-safe,True,76.80305480957031,85.59484888952085,81.71148133450403,39.44802072376676
"Bedroom 3, mid, open, earphone, 2.m4a",4.873658333333333,0.35602433405768846,0.4652047464998868,7.288072957987911,11.197230032191719,57.398785329786215,CHECK,REG,ML Test · Phone-safe,True,68.7719497680664,77.30748537321811,70.16604403258839,39.27995127427424
"Bedroom 3, mid, open, earphone, 3.m4a",4.714434375,0.39956215053399846,0.20362349420141027,7.0021379762372105,9.004419469555454,56.77020741800084,CHECK,REG,ML Test · Phone-safe,True,73.05990600585938,81.08761543756842,81.08265376913701,39.331197155071145
"Bedroom 3, mid, open, earphone, 4.m4a",3.6199552083333333,0.46442871034862204,0.4102116937272832,4.970734872205068,10.591385242629723,57.92193139345692,CHECK,REG,ML Test · Phone-safe,True,81.87191772460938,89.6647462398918,89.64797144628866,39.42167466412834
