file,band_lo_hz,band_hi_hz,band_label,band_tag,rt60_s,r2,method,quality,capped,mode
"Bedroom 1, mid, open, mic, 1.m4a",2000.0,4000.0,,2k–4k,0.44349299886218724,0.9981346259097161,REG,OK,False,ML Test · Phone-safe
"Bedroom 1, mid, open, mic, 1.m4a",4000.0,8000.0,,4k–8k,0.42082788641347413,0.9969727511891019,REG,OK,False,ML Test · Phone-safe
"Bedroom 1, mid, open, mic, 2.m4a",125.0,250.0,,125–250,3.55121875,0.7445597071788749,REG,CHECK,True,ML Test · Phone-safe
"Bedroom 1, mid, open, mic, 2.m4a",250.0,500.0,,250–500,3.555295833333333,0.4088997950396046,REG,CHECK,True,ML Test · Phone-safe
"Bedroom 1, mid, open, mic, 2.m4a",500.0,2000.0,,500–2k,0.4652326763157676,0.9914932904314141,REG,OK,False,ML Test · Phone-safe
"Bedroom 1, mid, open, mic, 2.m4a",2000.0,4000.0,,2k–4k,0.4616120943663756,0.9973880132287182,REG,OK,False,ML Test · Phone-safe
"Bedroom 1, mid, open, mic, 2.m4a",4000.0,8000.0,,4k–8k,0.41741134894318493,0.9978806612037415,REG,OK,False,ML Test · Phone-safe
"Bedroom 1, mid, open, mic, 3.m4a",125.0,250.0,,125–250,3.5142479166666667,0.4893613030164311,REG,CHECK,True,ML Test · Phone-safe
"Bedroom 1, mid, open, mic, 3.m4a",250.0,500.0,,250–500,0.49561021182138776,0.9816050861136866,REG,OK,False,ML Test · Phone-safe
"Bedroom 1, mid, open, mic, 3.m4a",500.0,2000.0,,500–2k,0.45253595729506074,0.9868892559661316,REG,OK,False,ML Test · Phone-safe
"Bedroom 1, mid, open, mic, 3.m4a",2000.0,4000.0,,2k–4k,0.4375798541682264,0.9987902454907147,REG,OK,False,ML Test · Phone-safe
"Bedroom 1, mid, open, mic, 3.m4a",4000.0,8000.0,,4k–8k,0.4084344717518919,0.9979838579694953,REG,OK,False,ML Test · Phone-safe
"Bedroom 1, mid, open, mic, 4.m4a",125.0,250.0,,125–250,4.4262875,0.5879156791528951,REG,CHECK,True,ML Test · Phone-safe
"Bedroom 1, mid, open, mic, 4.m4a",250.0,500.0,,250–500,0.5000563028279589,0.9576892275063944,REG,OK,False,ML Test · Phone-safe
"Bedroom 1, mid, open, mic, 4.m4a",500.0,2000.0,,500–2k,0.44807964656273047,0.9975683250939141,REG,OK,False,ML Test · Phone-safe
"Bedroom 1, mid, open, mic, 4.m4a",2000.0,4000.0,,2k–4k,0.4542790373751702,0.9958282057624276,REG,OK,False,ML Test · Phone-safe
"Bedroom 1, mid, open, mic, 4.m4a",4000.0,8000.0,,4k–8k,0.4191965249128124,0.9968628082074248,REG,OK,False,ML Test · Phone-safe
"Lounge room, centre, closed, mic, 1.m4a",125.0,250.0,,125–250,4.59930625,0.7787908010781065,REG,CHECK,True,ML Test · Phone-safe
"Lounge room, centre, closed, mic, 1.m4a",250.0,500.0,,250–500,0.9960868563239617,0.9376032758428309,REG,OK,False,ML Test · Phone-safe
"Lounge room, centre, closed, mic, 1.m4a",500.0,2000.0,,500–2k,0.6756992070437068,0.9929630130715031,REG,OK,False,ML Test · Phone-safe
"Lounge room, centre, closed, mic, 1.m4a",2000.0,4000.0,,2k–4k,0.6964627843614262,0.996791565274398,REG,OK,False,ML Test · Phone-safe
"Lounge room, centre, closed, mic, 1.m4a",4000.0,8000.0,,4k–8k,0.5876949786347304,0.9850463481172897,REG,OK,False,ML Test · Phone-safe
"Lounge room, centre, closed, mic, 2.m4a",125.0,250.0,,125–250,4.5883416666666665,0.9549969488054261,REG,OK,True,ML Test · Phone-safe
"Lounge room, centre, closed, mic, 2.m4a",250.0,500.0,,250–500,4.606055208333333,0.6421871029466522,REG,CHECK,True,ML Test · Phone-safe
"Lounge room, centre, closed, mic, 2.m4a",500.0,2000.0,,500–2k,0.8131159864733771,0.9860439816283364,REG,OK,False,ML Test · Phone-safe
"Lounge room, centre, closed, mic, 2.m4a",2000.0,4000.0,,2k–4k,0.7870109832345147,0.9909839088435168,REG,OK,False,ML Test · Phone-safe
"Lounge room, centre, closed, mic, 2.m4a",4000.0,8000.0,,4k–8k,0.6458661357781292,0.9936117922096266,REG,OK,False,ML Test · Phone-safe
"Lounge room, centre, closed, mic, 3.m4a",125.0,250.0,,125–250,5.285701041666667,0.804982667070798,REG,CHECK,True,ML Test · Phone-safe
"Lounge room, centre, closed, mic, 3.m4a",250.0,500.0,,250–500,3.2243395833333333,0.6350398590010845,REG,CHECK,True,ML Test · Phone-safe
"Lounge room, centre, closed, mic, 3.m4a",500.0,2000.0,,500–2k,0.7278627131000015,0.9928558249217232,REG,OK,False,ML Test · Phone-safe
"Lounge room, centre, closed, mic, 3.m4a",2000.0,4000.0,,2k–4k,0.7296530452198954,0.9982901411050362,REG,OK,False,ML Test · Phone-safe
"Lounge room, centre, closed, mic, 3.m4a",4000.0,8000.0,,4k–8k,0.6095437022862176,0.9974336178078669,REG,OK,False,ML Test · Phone-safe
"Lounge room, centre, closed, mic, 4.m4a",125.0,250.0,,125–250,3.548942708333333,0.8634754393365125,REG,CHECK,True,ML Test · Phone-safe
"Lounge room, centre, closed, mic, 4.m4a",250.0,500.0,,250–500,3.547596875,0.4449618966002041,REG,CHECK,True,ML Test · Phone-safe
"Lounge room, centre, closed, mic, 4.m4a",500.0,2000.0,,500–2k,0.7015016896524504,0.9963512820482848,REG,OK,False,ML Test · Phone-safe
"Lounge room, centre, closed, mic, 4.m4a",2000.0,4000.0,,2k–4k,0.6973670824251138,0.9962358071157983,REG,OK,False,ML Test · Phone-safe
"Lounge room, centre, closed, mic, 4.m4a",4000.0,8000.0,,4k–8k,0.6253055877355794,0.9949794512032891,REG,OK,False,ML Test · Phone-safe
