file,band_lo_hz,band_hi_hz,band_label,band_tag,rt60_s,r2,method,quality,capped,mode
"Bathroom, centre, closed, phone, 2.m4a",6000.0,20000.0,Air,Air (6k–20k),0.7815026773791746,0.9993781909418769,REG,OK,False,ML 2 · Musician
"Bathroom, centre, closed, phone, 3.m4a",20.0,250.0,Sub/Bass,Sub/Bass (20–250),3.87018125,0.8793922737123641,REG,CHECK,True,ML 2 · Musician
"Bathroom, centre, closed, phone, 3.m4a",250.0,500.0,Low-Mid,Low-Mid (250–500),1.2077090435529478,0.9859868309013808,REG,OK,False,ML 2 · Musician
"Bathroom, centre, closed, phone, 3.m4a",500.0,2000.0,Mid,Mid (500–2k),1.2485303218647021,0.9979745177389084,REG,OK,False,ML 2 · Musician
"Bathroom, centre, closed, phone, 3.m4a",2000.0,4000.0,High-Mid,High-Mid (2k–4k),1.0059678987185297,0.996328412240411,REG,OK,False,ML 2 · Musician
"Bathroom, centre, closed, phone, 3.m4a",4000.0,6000.0,Presence,Presence (4k–6k),0.9115148594277684,0.9986656537096695,REG,OK,False,ML 2 · Musician
"Bathroom, centre, closed, phone, 3.m4a",6000.0,20000.0,Air,Air (6k–20k),0.8261221162115016,0.9961897964798208,REG,OK,False,ML 2 · Musician
"Bathroom, centre, closed, phone, 4.m4a",20.0,250.0,Sub/Bass,Sub/Bass (20–250),5.305789583333333,0.9117852850322078,REG,OK,True,ML 2 · Musician
"Bathroom, centre, closed, phone, 4.m4a",250.0,500.0,Low-Mid,Low-Mid (250–500),1.8645503444191271,0.9088017250369695,REG,OK,False,ML 2 · Musician
"Bathroom, centre, closed, phone, 4.m4a",500.0,2000.0,Mid,Mid (500–2k),1.2470507177412302,0.9919526999752234,REG,OK,False,ML 2 · Musician
"Bathroom, centre, closed, phone, 4.m4a",2000.0,4000.0,High-Mid,High-Mid (2k–4k),1.1122688896230124,0.9913591432600785,REG,OK,False,ML 2 · Musician
"Bathroom, centre, closed, phone, 4.m4a",4000.0,6000.0,Presence,Presence (4k–6k),1.02767788887451,0.9891191916172241,REG,OK,False,ML 2 · Musician
"Bathroom, centre, closed, phone, 4.m4a",6000.0,20000.0,Air,Air (6k–20k),0.9291341300538757,0.9864003667342617,REG,OK,False,ML 2 · Musician
"Bathroom, centre, open, phone, 1.m4a",20.0,250.0,Sub/Bass,Sub/Bass (20–250),4.412730208333333,0.8426158473907883,REG,CHECK,True,ML 2 · Musician
"Bathroom, centre, open, phone, 1.m4a",250.0,500.0,Low-Mid,Low-Mid (250–500),0.9852733320592157,0.9607754401517956,REG,OK,False,ML 2 · Musician
"Bathroom, centre, open, phone, 1.m4a",500.0,2000.0,Mid,Mid (500–2k),0.8254935217977023,0.9979358363531988,REG,OK,False,ML 2 · Musician
"Bathroom, centre, open, phone, 1.m4a",2000.0,4000.0,High-Mid,High-Mid (2k–4k),0.7671083070934719,0.9988125146517313,REG,OK,False,ML 2 · Musician
"Bathroom, centre, open, phone, 1.m4a",4000.0,6000.0,Presence,Presence (4k–6k),0.7008198221681714,0.9993557170806497,REG,OK,False,ML 2 · Musician
"Bathroom, centre, open, phone, 1.m4a",6000.0,20000.0,Air,Air (6k–20k),0.6118211111823717,0.9997236961685373,REG,OK,False,ML 2 · Musician
"Bathroom, centre, open, phone, 2.m4a",20.0,250.0,Sub/Bass,Sub/Bass (20–250),3.749986458333333,0.38110367759100866,REG,CHECK,True,ML 2 · Musician
"Bathroom, centre, open, phone, 2.m4a",250.0,500.0,Low-Mid,Low-Mid (250–500),0.9866054662966084,0.9906584237363051,REG,OK,False,ML 2 · Musician
"Bathroom, centre, open, phone, 2.m4a",500.0,2000.0,Mid,Mid (500–2k),0.9115575839901245,0.9974739386356994,REG,OK,False,ML 2 · Musician
"Bathroom, centre, open, phone, 2.m4a",2000.0,4000.0,High-Mid,High-Mid (2k–4k),0.7321162823355072,0.9992164245522348,REG,OK,False,ML 2 · Musician
"Bathroom, centre, open, phone, 2.m4a",4000.0,6000.0,Presence,Presence (4k–6k),0.7046221114581128,0.9991144284225405,REG,OK,False,ML 2 · Musician
"Bathroom, centre, open, phone, 2.m4a",6000.0,20000.0,Air,Air (6k–20k),0.6250373989816191,0.9995078009096754,REG,OK,False,ML 2 · Musician
"Bathroom, centre, open, phone, 3.m4a",20.0,250.0,Sub/Bass,Sub/Bass (20–250),4.08630625,0.879969154711527,REG,CHECK,True,ML 2 · Musician
"Bathroom, centre, open, phone, 3.m4a",250.0,500.0,Low-Mid,Low-Mid (250–500),0.97299196896476,0.9907640744493167,REG,OK,False,ML 2 · Musician
"Bathroom, centre, open, phone, 3.m4a",500.0,2000.0,Mid,Mid (500–2k),0.8816691642435184,0.9987949961521332,REG,OK,False,ML 2 · Musician
"Bathroom, centre, open, phone, 3.m4a",2000.0,4000.0,High-Mid,High-Mid (2k–4k),0.7605594217994305,0.9984805539090851,REG,OK,False,ML 2 · Musician
"Bathroom, centre, open, phone, 3.m4a",4000.0,6000.0,Presence,Presence (4k–6k),0.6860091036862852,0.9961443177681318,REG,OK,False,ML 2 · Musician
"Bathroom, centre, open, phone, 3.m4a",6000.0,20000.0,Air,Air (6k–20k),0.6288499853987581,0.9967376244399486,REG,OK,False,ML 2 · Musician
"Bathroom, centre, open, phone, 4.m4a",20.0,250.0,Sub/Bass,Sub/Bass (20–250),3.792202083333333,0.8008515148138436,REG,CHECK,True,ML 2 · Musician
"Bathroom, centre, open, phone, 4.m4a",250.0,500.0,Low-Mid,Low-Mid (250–500),0.9101445101119484,0.9875342077523238,REG,OK,False,ML 2 · Musician
"Bathroom, centre, open, phone, 4.m4a",500.0,2000.0,Mid,Mid (500–2k),0.8840700652899475,0.9979155012131744,REG,OK,False,ML 2 · Musician
"Bathroom, centre, open, phone, 4.m4a",2000.0,4000.0,High-Mid,High-Mid (2k–4k),0.7526740159607712,0.9996108315414903,REG,OK,False,ML 2 · Musician
"Bathroom, centre, open, phone, 4.m4a",4000.0,6000.0,Presence,Presence (4k–6k),0.705372243260225,0.9990157133509023,REG,OK,False,ML 2 · Musician
"Bathroom, centre, open, phone, 4.m4a",6000.0,20000.0,Air,Air (6k–20k),0.6390905920229069,0.9994176574187149,REG,OK,False,ML 2 · Musician
"Bathroom, corner, closed, phone, 1.m4a",20.0,250.0,Sub/Bass,Sub/Bass (20–250),4.8252875,0.20426149995539158,REG,CHECK,True,ML 2 · Musician
"Bathroom, corner, closed, phone, 1.m4a",250.0,500.0,Low-Mid,Low-Mid (250–500),1.1064535876546666,0.9942324714821387,REG,OK,False,ML 2 · Musician
"Bathroom, corner, closed, phone, 1.m4a",500.0,2000.0,Mid,Mid (500–2k),1.3158114264436378,0.9969110117186676,REG,OK,False,ML 2 · Musician
"Bathroom, corner, closed, phone, 1.m4a",2000.0,4000.0,High-Mid,High-Mid (2k–4k),0.994294782907761,0.9994095448763193,REG,OK,False,ML 2 · Musician
"Bathroom, corner, closed, phone, 1.m4a",4000.0,6000.0,Presence,Presence (4k–6k),0.892391112093802,0.9986785163085766,REG,OK,False,ML 2 · Musician
"Bathroom, corner, closed, phone, 1.m4a",6000.0,20000.0,Air,Air (6k–20k),0.792440714028273,0.9983581955381321,REG,OK,False,ML 2 · Musician
"Bathroom, corner, closed, phone, 2.m4a",20.0,250.0,Sub/Bass,Sub/Bass (20–250),5.482885416666666,0.5353287067139136,REG,CHECK,True,ML 2 · Musician
"Bathroom, corner, closed, phone, 2.m4a",250.0,500.0,Low-Mid,Low-Mid (250–500),1.155297776910902,0.9795948696449798,REG,OK,False,ML 2 · Musician
"Bathroom, corner, closed, phone, 2.m4a",500.0,2000.0,Mid,Mid (500–2k),1.3328409859079347,0.9966678643349853,REG,OK,False,ML 2 · Musician
"Bathroom, corner, closed, phone, 2.m4a",2000.0,4000.0,High-Mid,High-Mid (2k–4k),1.1139835507811193,0.9963723546744893,REG,OK,False,ML 2 · Musician
"Bathroom, corner, closed, phone, 2.m4a",4000.0,6000.0,Presence,Presence (4k–6k),0.9484387903347548,0.9977082124750994,REG,OK,False,ML 2 · Musician
"Bathroom, corner, closed, phone, 2.m4a",6000.0,20000.0,Air,Air (6k–20k),5.5176791666666665,0.33875395863926444,REG,CHECK,True,ML 2 · Musician
"Bathroom, corner, closed, phone, 3.m4a",20.0,250.0,Sub/Bass,Sub/Bass (20–250),5.248255208333333,0.5718297078792306,REG,CHECK,True,ML 2 · Musician
"Bathroom, corner, closed, phone, 3.m4a",250.0,500.0,Low-Mid,Low-Mid (250–500),1.1927005848900722,0.9973320301819798,REG,OK,False,ML 2 · Musician
"Bathroom, corner, closed, phone, 3.m4a",500.0,2000.0,Mid,Mid (500–2k),1.2904589987574584,0.9987708774702717,REG,OK,False,ML 2 · Musician
"Bathroom, corner, closed, phone, 3.m4a",2000.0,4000.0,High-Mid,High-Mid (2k–4k),0.9985772302485555,0.9988114256174875,REG,OK,False,ML 2 · Musician
"Bathroom, corner, closed, phone, 3.m4a",4000.0,6000.0,Presence,Presence (4k–6k),0.8838865836264503,0.9994695672059555,REG,OK,False,ML 2 · Musician
"Bathroom, corner, closed, phone, 3.m4a",6000.0,20000.0,Air,Air (6k–20k),0.7576206772524959,0.9990849462576405,REG,OK,False,ML 2 · Musician
"Bathroom, corner, closed, phone, 4.m4a",20.0,250.0,Sub/Bass,Sub/Bass (20–250),4.910272916666666,0.6457111639300276,REG,CHECK,True,ML 2 · Musician
"Bathroom, corner, closed, phone, 4.m4a",250.0,500.0,Low-Mid,Low-Mid (250–500),1.1643180308019365,0.9930027097928712,REG,OK,False,ML 2 · Musician
"Bathroom, corner, closed, phone, 4.m4a",500.0,2000.0,Mid,Mid (500–2k),1.2112494051037035,0.9990773909777885,REG,OK,False,ML 2 · Musician
"Bathroom, corner, closed, phone, 4.m4a",2000.0,4000.0,High-Mid,High-Mid (2k–4k),1.0235887417638119,0.9986736761277085,REG,OK,False,ML 2 · Musician
"Bathroom, corner, closed, phone, 4.m4a",4000.0,6000.0,Presence,Presence (4k–6k),0.880487707100436,0.9991228460228506,REG,OK,False,ML 2 · Musician
"Bathroom, corner, closed, phone, 4.m4a",6000.0,20000.0,Air,Air (6k–20k),0.8115265846744371,0.9989832526735924,REG,OK,False,ML 2 · Musician
"Bathroom, corner, open, phone, 1.m4a",20.0,250.0,Sub/Bass,Sub/Bass (20–250),4.264272916666666,0.6057564592655008,REG,CHECK,True,ML 2 · Musician
"Bathroom, corner, open, phone, 1.m4a",250.0,500.0,Low-Mid,Low-Mid (250–500),0.8626458014757938,0.9925544960660531,REG,OK,False,ML 2 · Musician
"Bathroom, corner, open, phone, 1.m4a",500.0,2000.0,Mid,Mid (500–2k),0.84881215073461,0.9968058426210935,REG,OK,False,ML 2 · Musician
"Bathroom, corner, open, phone, 1.m4a",2000.0,4000.0,High-Mid,High-Mid (2k–4k),0.8681760157819013,0.9808074033373302,REG,OK,False,ML 2 · Musician
"Bathroom, corner, open, phone, 1.m4a",4000.0,6000.0,Presence,Presence (4k–6k),0.7742687754773613,0.977101408724193,REG,OK,False,ML 2 · Musician
"Bathroom, corner, open, phone, 1.m4a",6000.0,20000.0,Air,Air (6k–20k),0.6695431337760512,0.985506384589738,REG,OK,False,ML 2 · Musician
"Bathroom, corner, open, phone, 2.m4a",20.0,250.0,Sub/Bass,Sub/Bass (20–250),1.4731975316491654,0.9739944376466755,REG,OK,False,ML 2 · Musician
"Bathroom, corner, open, phone, 2.m4a",250.0,500.0,Low-Mid,Low-Mid (250–500),0.9001758040525346,0.9979974217890833,REG,OK,False,ML 2 · Musician
"Bathroom, corner, open, phone, 2.m4a",500.0,2000.0,Mid,Mid (500–2k),0.8613486779387289,0.9986825405821057,REG,OK,False,ML 2 · Musician
"Bathroom, corner, open, phone, 2.m4a",2000.0,4000.0,High-Mid,High-Mid (2k–4k),0.697808274793309,0.9975291321498246,REG,OK,False,ML 2 · Musician
"Bathroom, corner, open, phone, 2.m4a",4000.0,6000.0,Presence,Presence (4k–6k),0.6556069453841732,0.9989753741787561,REG,OK,False,ML 2 · Musician
"Bathroom, corner, open, phone, 2.m4a",6000.0,20000.0,Air,Air (6k–20k),0.5998174847519377,0.9980738755720114,REG,OK,False,ML 2 · Musician
"Bathroom, corner, open, phone, 3.m4a",20.0,250.0,Sub/Bass,Sub/Bass (20–250),4.544661458333334,0.33488419556912047,REG,CHECK,True,ML 2 · Musician
"Bathroom, corner, open, phone, 3.m4a",250.0,500.0,Low-Mid,Low-Mid (250–500),0.8633927859401557,0.9974927147093772,REG,OK,False,ML 2 · Musician
"Bathroom, corner, open, phone, 3.m4a",500.0,2000.0,Mid,Mid (500–2k),0.8250743967966331,0.9989757795806168,REG,OK,False,ML 2 · Musician
"Bathroom, corner, open, phone, 3.m4a",2000.0,4000.0,High-Mid,High-Mid (2k–4k),0.72114709920977,0.9975036649597668,REG,OK,False,ML 2 · Musician
"Bathroom, corner, open, phone, 3.m4a",4000.0,6000.0,Presence,Presence (4k–6k),0.6496138739085838,0.9982510986684763,REG,OK,False,ML 2 · Musician
"Bathroom, corner, open, phone, 3.m4a",6000.0,20000.0,Air,Air (6k–20k),0.5552585116316394,0.9987814059971322,REG,OK,False,ML 2 · Musician
"Bathroom, corner, open, phone, 4.m4a",20.0,250.0,Sub/Bass,Sub/Bass (20–250),3.764711458333333,0.4698953517029737,REG,CHECK,True,ML 2 · Musician
"Bathroom, corner, open, phone, 4.m4a",250.0,500.0,Low-Mid,Low-Mid (250–500),0.8653809913357249,0.9971009966557333,REG,OK,False,ML 2 · Musician
"Bathroom, corner, open, phone, 4.m4a",500.0,2000.0,Mid,Mid (500–2k),0.8888151932243535,0.9985508947180552,REG,OK,False,ML 2 · Musician
"Bathroom, corner, open, phone, 4.m4a",2000.0,4000.0,High-Mid,High-Mid (2k–4k),0.7085483485637598,0.9988570297749789,REG,OK,False,ML 2 · Musician
"Bathroom, corner, open, phone, 4.m4a",4000.0,6000.0,Presence,Presence (4k–6k),0.6561451988250622,0.9988577650338267,REG,OK,False,ML 2 · Musician
"Bathroom, corner, open, phone, 4.m4a",6000.0,20000.0,Air,Air (6k–20k),0.588033557517261,0.9995229679495752,REG,OK,False,ML 2 · Musician
"Bedroom 1, centre, closed, phone, 1.m4a",20.0,250.0,Sub/Bass,Sub/Bass (20–250),0.8891854478359031,0.9297599363471604,REG,OK,False,ML 2 · Musician
"Bedroom 1, centre, closed, phone, 1.m4a",250.0,500.0,Low-Mid,Low-Mid (250–500),4.04996875,0.35657785802440856,REG,CHECK,True,ML 2 · Musician
"Bedroom 1, centre, closed, phone, 1.m4a",500.0,2000.0,Mid,Mid (500–2k),0.5427728974292984,0.9964978462388456,REG,OK,False,ML 2 · Musician
"Bedroom 1, centre, closed, phone, 1.m4a",2000.0,4000.0,High-Mid,High-Mid (2k–4k),4.0527,0.14766863038531455,REG,CHECK,True,ML 2 · Musician
"Bedroom 1, centre, closed, phone, 1.m4a",4000.0,6000.0,Presence,Presence (4k–6k),4.052996875,0.1385854875853869,REG,CHECK,True,ML 2 · Musician
"Bedroom 1, centre, closed, phone, 1.m4a",6000.0,20000.0,Air,Air (6k–20k),4.052917708333333,0.13667645638305959,REG,CHECK,True,ML 2 · Musician
"Bedroom 1, centre, closed, phone, 2.m4a",20.0,250.0,Sub/Bass,Sub/Bass (20–250),5.31715,0.30327147358550566,REG,CHECK,True,ML 2 · Musician
"Bedroom 1, centre, closed, phone, 2.m4a",250.0,500.0,Low-Mid,Low-Mid (250–500),0.8883657824619351,0.8793207045006034,REG,CHECK,False,ML 2 · Musician
"Bedroom 1, centre, closed, phone, 2.m4a",500.0,2000.0,Mid,Mid (500–2k),0.5566231032018256,0.9918113870742058,REG,OK,False,ML 2 · Musician
"Bedroom 1, centre, closed, phone, 2.m4a",2000.0,4000.0,High-Mid,High-Mid (2k–4k),0.533667663982054,0.9911246919483825,REG,OK,False,ML 2 · Musician
"Bedroom 1, centre, closed, phone, 2.m4a",4000.0,6000.0,Presence,Presence (4k–6k),0.5250806334644325,0.9908307633485697,REG,OK,False,ML 2 · Musician
"Bedroom 1, centre, closed, phone, 2.m4a",6000.0,20000.0,Air,Air (6k–20k),3.9416885416666667,0.19375094381943173,REG,CHECK,True,ML 2 · Musician
"Bedroom 1, centre, closed, phone, 3.m4a",20.0,250.0,Sub/Bass,Sub/Bass (20–250),1.4061187499999999,0.7960916858929156,REG,CHECK,True,ML 2 · Musician
"Bedroom 1, centre, closed, phone, 3.m4a",250.0,500.0,Low-Mid,Low-Mid (250–500),0.6567016461307548,0.9896507262282793,REG,OK,False,ML 2 · Musician
"Bedroom 1, centre, closed, phone, 3.m4a",500.0,2000.0,Mid,Mid (500–2k),0.5582663283568974,0.9966231972672968,REG,OK,False,ML 2 · Musician
"Bedroom 1, centre, closed, phone, 3.m4a",2000.0,4000.0,High-Mid,High-Mid (2k–4k),0.5010897698058931,0.9973383969745608,REG,OK,False,ML 2 · Musician
"Bedroom 1, centre, closed, phone, 3.m4a",4000.0,6000.0,Presence,Presence (4k–6k),0.5029473476882728,0.9955590585532716,REG,OK,False,ML 2 · Musician
"Bedroom 1, centre, closed, phone, 3.m4a",6000.0,20000.0,Air,Air (6k–20k),0.4331195032907119,0.999618411460158,REG,OK,False,ML 2 · Musician
"Bedroom 1, centre, closed, phone, 4.m4a",20.0,250.0,Sub/Bass,Sub/Bass (20–250),1.4023009866797405,0.6342243438105449,REG,CHECK,False,ML 2 · Musician
"Bedroom 1, centre, closed, phone, 4.m4a",250.0,500.0,Low-Mid,Low-Mid (250–500),2.658871875,0.44895051689110177,REG,CHECK,True,ML 2 · Musician
"Bedroom 1, centre, closed, phone, 4.m4a",500.0,2000.0,Mid,Mid (500–2k),2.6610885416666665,0.3399245431532952,REG,CHECK,True,ML 2 · Musician
"Bedroom 1, centre, closed, phone, 4.m4a",2000.0,4000.0,High-Mid,High-Mid (2k–4k),2.660633333333333,0.3680470599781546,REG,CHECK,True,ML 2 · Musician
"Bedroom 1, centre, closed, phone, 4.m4a",4000.0,6000.0,Presence,Presence (4k–6k),2.661385416666666,0.35386520678640265,REG,CHECK,True,ML 2 · Musician
"Bedroom 1, centre, closed, phone, 4.m4a",6000.0,20000.0,Air,Air (6k–20k),2.6614645833333332,0.2586745767168964,REG,CHECK,True,ML 2 · Musician
"Bedroom 1, centre, open, phone, 1.m4a",20.0,250.0,Sub/Bass,Sub/Bass (20–250),4.3393822916666664,0.8075642593908333,REG,CHECK,True,ML 2 · Musician
"Bedroom 1, centre, open, phone, 1.m4a",250.0,500.0,Low-Mid,Low-Mid (250–500),4.339303125,0.321373634183639,REG,CHECK,True,ML 2 · Musician
"Bedroom 1, centre, open, phone, 1.m4a",500.0,2000.0,Mid,Mid (500–2k),0.5607538599093981,0.9809661293608806,REG,OK,False,ML 2 · Musician
"Bedroom 1, centre, open, phone, 1.m4a",2000.0,4000.0,High-Mid,High-Mid (2k–4k),0.6078968796227039,0.959077877410833,REG,OK,False,ML 2 · Musician
"Bedroom 1, centre, open, phone, 1.m4a",4000.0,6000.0,Presence,Presence (4k–6k),4.344726041666667,0.18254303440304884,REG,CHECK,True,ML 2 · Musician
"Bedroom 1, centre, open, phone, 1.m4a",6000.0,20000.0,Air,Air (6k–20k),4.3447458333333335,0.18939394596363604,REG,CHECK,True,ML 2 · Musician
"Bedroom 1, centre, open, phone, 2.m4a",20.0,250.0,Sub/Bass,Sub/Bass (20–250),4.330416666666666,0.4943857802220806,REG,CHECK,True,ML 2 · Musician
"Bedroom 1, centre, open, phone, 2.m4a",250.0,500.0,Low-Mid,Low-Mid (250–500),0.5158941529048108,0.9899311485010718,REG,OK,False,ML 2 · Musician
"Bedroom 1, centre, open, phone, 2.m4a",500.0,2000.0,Mid,Mid (500–2k),0.559095662760963,0.9888879577811065,REG,OK,False,ML 2 · Musician
"Bedroom 1, centre, open, phone, 2.m4a",2000.0,4000.0,High-Mid,High-Mid (2k–4k),4.334652083333333,0.24688635755222374,REG,CHECK,True,ML 2 · Musician
"Bedroom 1, centre, open, phone, 2.m4a",4000.0,6000.0,Presence,Presence (4k–6k),4.3343156249999995,0.18225098099025072,REG,CHECK,True,ML 2 · Musician
"Bedroom 1, centre, open, phone, 2.m4a",6000.0,20000.0,Air,Air (6k–20k),4.3348104166666666,0.16472155471565014,REG,CHECK,True,ML 2 · Musician
"Bedroom 1, centre, open, phone, 3.m4a",20.0,250.0,Sub/Bass,Sub/Bass (20–250),3.906320833333333,0.9434337052224738,REG,OK,True,ML 2 · Musician
"Bedroom 1, centre, open, phone, 3.m4a",250.0,500.0,Low-Mid,Low-Mid (250–500),3.9195416666666665,0.68795553996498,REG,CHECK,True,ML 2 · Musician
"Bedroom 1, centre, open, phone, 3.m4a",500.0,2000.0,Mid,Mid (500–2k),3.9205114583333334,0.3857933927867769,REG,CHECK,True,ML 2 · Musician
"Bedroom 1, centre, open, phone, 3.m4a",2000.0,4000.0,High-Mid,High-Mid (2k–4k),0.5400964079370472,0.9975199392588558,REG,OK,False,ML 2 · Musician
"Bedroom 1, centre, open, phone, 3.m4a",4000.0,6000.0,Presence,Presence (4k–6k),0.46741520128711883,0.9969092536235865,REG,OK,False,ML 2 · Musician
"Bedroom 1, centre, open, phone, 3.m4a",6000.0,20000.0,Air,Air (6k–20k),0.42308642661791973,0.9949271643907972,REG,OK,False,ML 2 · Musician
"Bedroom 1, centre, open, phone, 4.m4a",20.0,250.0,Sub/Bass,Sub/Bass (20–250),5.170869791666667,0.850051302648484,REG,CHECK,True,ML 2 · Musician
"Bedroom 1, centre, open, phone, 4.m4a",250.0,500.0,Low-Mid,Low-Mid (250–500),3.403236458333333,0.7307328223423535,REG,CHECK,True,ML 2 · Musician
"Bedroom 1, centre, open, phone, 4.m4a",500.0,2000.0,Mid,Mid (500–2k),3.405888541666666,0.3520733850301989,REG,CHECK,True,ML 2 · Musician
"Bedroom 1, centre, open, phone, 4.m4a",2000.0,4000.0,High-Mid,High-Mid (2k–4k),3.4078479166666664,0.5426845330132265,REG,CHECK,True,ML 2 · Musician
"Bedroom 1, centre, open, phone, 4.m4a",4000.0,6000.0,Presence,Presence (4k–6k),3.4077291666666665,0.26059314619159185,REG,CHECK,True,ML 2 · Musician
"Bedroom 1, centre, open, phone, 4.m4a",6000.0,20000.0,Air,Air (6k–20k),3.40895625,0.26610071972018795,REG,CHECK,True,ML 2 · Musician
"Bedroom 1, corner, closed, phone, 1.m4a",20.0,250.0,Sub/Bass,Sub/Bass (20–250),5.0620947916666665,0.6307751144326081,REG,CHECK,True,ML 2 · Musician
"Bedroom 1, corner, closed, phone, 1.m4a",250.0,500.0,Low-Mid,Low-Mid (250–500),5.063480208333333,0.218724685027464,REG,CHECK,True,ML 2 · Musician
"Bedroom 1, corner, closed, phone, 1.m4a",500.0,2000.0,Mid,Mid (500–2k),0.5386476886642739,0.99619712487333,REG,OK,False,ML 2 · Musician
"Bedroom 1, corner, closed, phone, 1.m4a",2000.0,4000.0,High-Mid,High-Mid (2k–4k),0.49035987954321136,0.9986406937634794,REG,OK,False,ML 2 · Musician
"Bedroom 1, corner, closed, phone, 1.m4a",4000.0,6000.0,Presence,Presence (4k–6k),0.4774492764923805,0.9984491006660896,REG,OK,False,ML 2 · Musician
"Bedroom 1, corner, closed, phone, 1.m4a",6000.0,20000.0,Air,Air (6k–20k),0.45445244372469,0.9980842061374505,REG,OK,False,ML 2 · Musician
"Bedroom 1, corner, closed, phone, 2.m4a",20.0,250.0,Sub/Bass,Sub/Bass (20–250),3.4148145833333334,0.6245022795727461,REG,CHECK,True,ML 2 · Musician
"Bedroom 1, corner, closed, phone, 2.m4a",250.0,500.0,Low-Mid,Low-Mid (250–500),3.41608125,0.27434143778423675,REG,CHECK,True,ML 2 · Musician
"Bedroom 1, corner, closed, phone, 2.m4a",500.0,2000.0,Mid,Mid (500–2k),0.5391162070878408,0.9949534485741016,REG,OK,False,ML 2 · Musician
"Bedroom 1, corner, closed, phone, 2.m4a",2000.0,4000.0,High-Mid,High-Mid (2k–4k),0.48700697434804413,0.9983037446979005,REG,OK,False,ML 2 · Musician
"Bedroom 1, corner, closed, phone, 2.m4a",4000.0,6000.0,Presence,Presence (4k–6k),0.47515157933798285,0.99892970378016,REG,OK,False,ML 2 · Musician
"Bedroom 1, corner, closed, phone, 2.m4a",6000.0,20000.0,Air,Air (6k–20k),0.4656132438329726,0.9944546123983417,REG,OK,False,ML 2 · Musician
"Bedroom 1, corner, closed, phone, 3.m4a",20.0,250.0,Sub/Bass,Sub/Bass (20–250),0.5358999086460859,0.8308780061777953,REG,CHECK,False,ML 2 · Musician
"Bedroom 1, corner, closed, phone, 3.m4a",250.0,500.0,Low-Mid,Low-Mid (250–500),0.6733025832641906,0.9464158283486777,REG,OK,False,ML 2 · Musician
"Bedroom 1, corner, closed, phone, 3.m4a",500.0,2000.0,Mid,Mid (500–2k),0.5233448751449014,0.9962792906087051,REG,OK,False,ML 2 · Musician
"Bedroom 1, corner, closed, phone, 3.m4a",2000.0,4000.0,High-Mid,High-Mid (2k–4k),0.4994053582878263,0.9983941454158078,REG,OK,False,ML 2 · Musician
"Bedroom 1, corner, closed, phone, 3.m4a",4000.0,6000.0,Presence,Presence (4k–6k),0.48497091678901894,0.9968580167763863,REG,OK,False,ML 2 · Musician
"Bedroom 1, corner, closed, phone, 3.m4a",6000.0,20000.0,Air,Air (6k–20k),0.44895927284411347,0.9970347721007641,REG,OK,False,ML 2 · Musician
"Bedroom 1, corner, closed, phone, 4.m4a",20.0,250.0,Sub/Bass,Sub/Bass (20–250),5.6500396980423755,0.9875459142947421,REG,OK,False,ML 2 · Musician
"Bedroom 1, corner, closed, phone, 4.m4a",250.0,500.0,Low-Mid,Low-Mid (250–500),8.583071874999998,0.8808253521662586,REG,CHECK,True,ML 2 · Musician
